NCBI_RefSeq	Heme	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCF_011799805	1	100	1.34	186	89.78565993	42.02220533	5595594	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	Draconibacterium sp011799805
GCF_011927795	1	99.34	0.65	303	91.71455359	36.16646657	3801316	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Saonia	Saonia flava
GCF_011927845	0.3	99.46	0	186	90.95995774	42.84131134	5531556	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas paravirosa
GCF_011959205	0.3	98.62	0.8	266	90.06189474	43.09380387	4223461	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp011959205
GCF_012038135	1	99.62	0.05	263	87.77484286	41.70040419	3630620	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	Salinimicrobium sp012038135
GCF_012272815	1	99.01	0	303	93.43132422	38.66445514	3708236	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceivirga	Croceivirga sp012272815
GCF_012584445	0.2	99.19	0	124	86.42056336	59.19259375	2194038	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NM07-P-09	NM07-P-09 sp012584445
GCF_012641275	1	100	1.23	203	91.02406967	49.61253616	8459112	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga varianA
GCF_012910715	1	99.67	1.49	303	89.7242945	33.51130059	5033523	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavivirga	Flavivirga sp012910715
GCF_012911605	1	99.29	0.12	283	91.22687492	33.07394337	2988422	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp012911605
GCF_012933385	1	99.85	0.53	170	88.12673659	48.66225688	4585858	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lemnae
GCF_013046825	0.7	99.4	0	166	84.079839	34.37325294	2999687	Firmicutes	Bacilli	Haloplasmatales_A	Turicibacteraceae	Turicibacter	Turicibacter sanguinis
GCF_013072765	1	98.94	0.12	283	91.96254896	37.18742014	3134439	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp013072765
GCF_013106755	1	99.51	0.77	203	85.84645503	38.87529599	5479984	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Panacibacter	Panacibacter sp013106755
GCF_013127955	1	99.85	0.6	336	89.41420982	52.71706027	5719932	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma sp013127955
GCF_013137895	1	100	0.15	336	85.83278924	56.1470651	4879662	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp013137895
GCF_013141695	1	99.19	1.76	186	88.59416036	45.0635634	9203724	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_E	PaenibacilluE sp013141695
GCF_013149275	1	96.98	0.98	210	87.36428976	42.75605107	6829256	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp013149275
GCF_013155265	0.5	98.68	0.66	151	85.61970225	35.88495936	2805081	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	MMGLQ5-1	MMGLQ5-1 sp013155265
GCF_013166515	0.4	99.63	0.56	270	87.59565529	46.23595783	3097189	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp013166515
GCF_013166545	0.3	99.44	0	270	88.11726571	47.69829803	3518744	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp013166545
GCF_013166595	0.4	97.41	0.56	270	88.15371012	46.98818691	3510348	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002298815
GCF_013166605	0.3	99.63	0.19	270	89.04420428	44.40201785	3349314	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp013166605
GCF_013166655	0.5	96.24	1.7	186	88.39311436	35.03162477	5144386	Bacteroidota	Bacteroidia	Bacteroidales	UBA12170	UBA12170	UBA12170 sp013166655
GCF_013184525	1	100	0	204	90.0079105	36.18255846	4609066	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013184525
GCF_013200995	1	98.79	1.89	174	81.60836333	33.37236947	5467583	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia sp002556365
GCF_013256425	1	95.24	0.74	336	85.6495731	59.46142074	4697693	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp013256425
GCF_013256625	1	99.7	0.4	336	87.55927933	61.40636515	4877965	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp013256625
GCF_013265555	0.3	99.52	1.43	210	90.28264792	38.29289769	3195778	Bacteroidota	Bacteroidia	Bacteroidales	BBW3	Tenuifilum	Tenuifilum thalassicum
GCF_013294005	1	99.29	0.03	283	87.45109102	32.99426752	4065971	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp013294005
GCF_013294025	1	99.29	0.35	283	87.52515718	34.58567588	3752905	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp013294025
GCF_013346925	0.1	98.78	0	191	86.85820008	36.38265349	1729063	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Bombilactobacillus	Bombilactobacillus mellis
GCF_013407935	1	99.34	0.66	303	92.07684735	43.84407212	3525743	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp013407935
GCF_013415245	0.7	94.59	0	267	86.482266	44.5375191	1967238	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus danieliae_A
GCF_013415425	0.3	97.87	1.78	174	88.38108401	28.23724009	1562805	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella sp013415425
GCF_013874595	1	92.44	0	283	90.13887787	32.31376695	3000622	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides sp013874595
GCF_014062315	1	99.34	1.49	303	86.40956865	37.77114414	4707621	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	Gelidibacter sp014062315
GCF_014075995	1	100	1.14	336	82.77513466	40.77936586	6935613	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter sp014075995
GCF_014145435	0.7	99.46	1.63	184	88.41582064	38.47640659	2307466	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp014145435
GCF_014145505	0.1	99.46	1.63	184	86.65941142	39.1164293	1720134	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp014145505
GCF_014163555	1	100	0.59	203	87.97609997	47.16773768	5664094	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp014163555
GCF_014196205	1	99.44	0.02	178	88.66697371	43.9445662	3230814	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	AnoxybacilluA voinovskiensis
GCF_014201465	1	98.88	0.56	178	86.36084682	42.52729619	3386024	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	AnoxybacilluA tepidamans
GCF_014202225	1	99.34	0.83	303	90.12497504	33.45906823	4351189	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter_B	Algibacter_B amylolyticus
GCF_014205845	1	97.46	0.48	210	87.08111151	42.0457428	6954685	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp014205845
GCF_014207425	1	98.28	0.77	174	89.88109161	41.42298943	2210357	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Jeotgalicoccus	Jeotgalicoccus coquinae
GCF_014243345	1	99.34	0.11	303	91.65575012	55.3027326	3575612	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea sp014243345
GCF_014297265	1	100	0.3	336	87.64963347	43.93210656	4149974	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp014297265
GCF_014305095	1	99.29	0.71	283	88.49611728	34.29722457	3580226	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp014305095
GCF_014323545	1	97.26	1.25	336	93.8374812	37.09066221	3325929	Bacteroidota	Bacteroidia	Cytophagales	CCMP332	CCMP332	CCMP332 sp014323545
GCF_014395225	1	97.61	0.51	209	87.16134897	39.24713567	6329746	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter roseus
GCF_014486675	1	99.29	0.12	283	90.27497928	32.75040596	3457206	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium macrobrachii
GCF_014529945	1	100	0.74	203	90.77585122	49.3464814	8704955	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga varians
GCF_014534655	1	99.73	0.9	186	87.09340479	47.06997995	7228227	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_E	PaenibacilluE sp014534655
GCF_014596745	1	99.67	1.41	303	88.95129742	40.08479848	4863295	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter_A	Maribacter_A sp014596745
GCF_014635905	0.7	99.46	0	184	88.83256559	38.52318694	2308498	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus caviae
GCF_900100625	1	99.65	0.06	283	90.73369828	39.60301583	2890139	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium saliperosum
GCF_900105025	0.1	100	0.81	124	87.60798626	64.94792174	2353193	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella umbonata
GCF_900110375	1	99.29	0.65	283	88.09200236	34.15415208	3520953	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sinopsychrotolerans
GCF_900110815	1	94.34	2.03	181	88.00064616	38.47766458	2061411	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Aliicoccus	Aliicoccus persicus
GCF_900112935	0.5	98.91	3.21	183	85.99520349	46.80255902	3197326	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Trichococcus	Trichococcus pasteurii
GCF_900113675	0.2	98.36	0	183	81.76622701	38.66206179	2437433	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Pisciglobus	Pisciglobus halotolerans
GCF_900115115	1	99.16	0.71	283	89.61600647	34.73065958	3493887	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides ummariensis
GCF_900129405	1	98.94	0.71	283	91.02388875	41.01348232	3084632	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium fontis
GCF_900129665	1	99.67	1.43	303	92.74042839	41.99378389	3836163	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda flava
GCF_900142885	1	98.94	0	283	87.32401764	33.99818492	3902806	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xinjiangense
GCF_900148835	1	99.29	0.35	283	90.96743297	33.12341784	2854482	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium cucumis
GCF_900156825	1	100	0.25	204	87.51360838	36.10456438	4841687	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium gambrini
GCF_900156885	0.7	99.46	0.54	184	88.98084221	45.42446545	2237367	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp900156885
GCF_900167895	0.2	96.27	0	210	93.44801697	61.54479867	2322854	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900167895
GCF_900167925	0.3	97.62	0.74	210	93.69172268	51.08003863	2374959	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900167925
GCF_900178525	0.5	99.23	0.71	260	89.95935661	40.11162925	3710320	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Massilibacteroides	Massilibacteroides vaginae
GCF_900188325	1	98.81	1.39	336	93.21851351	40.33449802	4228306	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	Ekhidna lutea
GCF_900188355	1	98.15	1.35	298	90.67390908	30.0429626	3903672	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter flavus
GCF_900199655	0.3	99.29	1.43	280	87.50909907	53.13638571	3303909	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900199655
GCF_900215295	1	99.62	0.38	263	90.1700864	41.69122666	3482289	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	Salinimicrobium sediminis
GCF_900291465	0.4	97.83	0	269	87.14833347	53.06719755	3708165	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-462	CAG-462 sp900291465
GCF_900343155	0.2	86.67	0.32	105	90.19109903	47.25196474	2457574	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia massiliensiA
GCF_900751815	0.1	87.08	2.25	89	91.19201069	27.53101119	1122901	Firmicutes	Bacilli	RF39	UBA660	CAG-460	CAG-460 sp900751815
GCF_900752535	0.3	85.16	1.19	265	89.93987433	53.38413542	3018511	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp900752535
GCF_900752905	0.2	85.96	1.69	89	91.07469086	24.93984923	1174133	Firmicutes	Bacilli	RF39	UBA660	UBA5026	UBA5026 sp900557305
GCF_900754495	0.3	85.17	1.34	124	86.47777999	65.54139575	2108707	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UMGS1293	UMGS1293 sp900754495
GCF_900758895	0.2	85.39	1.5	89	90.07935428	29.6001622	1395766	Firmicutes	Bacilli	RF39	UBA660	CAG-776	CAG-776 sp900758895
GCF_900759985	0.2	91.29	2.25	89	89.95071034	34.04711938	1199846	Firmicutes	Bacilli	RF39	UBA660	CAG-594	CAG-594 sp900759985
GCF_900760545	0.2	85.62	3.37	89	87.85816939	27.50884662	1475140	Firmicutes	Bacilli	RF39	UBA660	CAG-451	CAG-451 sp900760545
GCF_900761555	0.2	89.33	1.12	89	91.41751425	25.55892037	1158394	Firmicutes	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp900761555
GCF_900765575	0.4	86.25	2.22	266	86.6254519	42.60825886	3495834	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-462	CAG-462 sp900765575
GCF_900766775	0.2	91.94	1.61	186	87.14708834	52.14452809	2335712	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900766775
GCF_900767075	0.4	87.37	4.21	265	89.38738219	49.66734784	3264972	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp900767075
GCF_900767605	0.2	97.75	1.12	89	90.87951761	46.09623869	1746969	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	UBA733 sp900767605
GCF_900767825	0.2	97.75	2.25	89	91.37536867	35.21846623	1719030	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	UBA733 sp900767825
GCF_900769035	0.1	86.56	3.08	186	91.33159012	36.96458633	2091537	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	SFVR01	SFVR01 sp900769035
GCF_900769465	0.3	90.73	4.28	269	88.86326064	46.75243291	3218671	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	HGM04593	HGM04593 sp900769465
GCF_900769695	0	83.71	1.69	89	90.53278456	27.01147517	1355013	Firmicutes	Bacilli	RF39	UBA660	UMGS995	UMGS995 sp900769695
GCF_900769885	0.2	87.78	0.48	210	93.24765967	40.60695836	1678929	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	CAG-831 sp900769885
GCF_900771365	0.2	88.44	1.08	186	83.31111935	52.0057117	3060385	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp900771365
GCF_900771805	0.1	89.04	3.37	89	91.13596021	24.86007895	1207824	Firmicutes	Bacilli	RF39	UBA660	CAG-594	CAG-594 sp900771805
GCF_900772415	0.2	92.42	2.81	89	89.25891338	26.37831707	1172535	Firmicutes	Bacilli	RF39	UBA660	CAG-594	CAG-594 sp900772415
GCF_901212655	0.6	98.39	0	124	85.04653322	65.20026997	2372821	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella uli_A
GCF_902150045	1	100	0.99	203	89.7450158	46.57063792	7621884	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga polysaccharea_A
GCF_902362595	0.3	98.88	0.56	268	90.54990012	46.40764752	4186633	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066455
GCF_902362605	0.3	97.01	0.12	268	90.43928685	40.19286989	3614176	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066445
GCF_902363575	0.3	99.52	0.64	208	87.85643405	58.46050304	2906288	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp902363575
GCF_902363625	0.7	100	0.94	106	89.8091869	35.73029319	2897757	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Beduini	Beduini sp902363625
GCF_903166585	1	97.61	0.48	209	88.33222945	40.32988805	5921534	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp903166585
